COMARCA;POBLACIO;CODI_CENTRE;CENTRE;NATURALESA;ESTUDIS
Barcelonès;Barcelona;8003294;Sant Felip Neri;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003294;Sant Felip Neri;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8003336;Sagrat Cor;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003336;Sagrat Cor;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003361;Maristes Anna Ravell;Privat;BATXILLERAT
Barcelonès;Barcelona;8003361;Maristes Anna Ravell;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003361;Maristes Anna Ravell;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003361;Maristes Anna Ravell;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8003491;Escola De Bosc de Montjuïc;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003491;Escola De Bosc de Montjuïc;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003543;Salesià de Sant Josep;Privat;BATXILLERAT
Barcelonès;Barcelona;8003543;Salesià de Sant Josep;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003543;Salesià de Sant Josep;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003543;Salesià de Sant Josep;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8003592;Maria Auxiliadora;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003610;Jesús Maria;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003671;JesuÏtes Poble Sec - Sant Pere Claver;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003671;JesuÏtes Poble Sec - Sant Pere Claver;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003695;Escola Bàrkeno;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003695;Escola Bàrkeno;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003701;Alfageme;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003701;Alfageme;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003725;Garbiñe;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003725;Garbiñe;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003774;Lexia;Privat;EDUCACIÓ ESPECIAL
Barcelonès;Barcelona;8003816;Thau;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003816;Thau;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003816;Thau;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8003907;La Salle Bonanova;Privat;BATXILLERAT
Barcelonès;Barcelona;8003907;La Salle Bonanova;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003907;La Salle Bonanova;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003907;La Salle Bonanova;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8003993;Canigó;Privat;BATXILLERAT
Barcelonès;Barcelona;8003993;Canigó;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8003993;Canigó;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8003993;Canigó;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004018;Mary Ward;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004018;Mary Ward;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004018;Mary Ward;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004031;Sant Marc de Sarrià;Privat;BATXILLERAT
Barcelonès;Barcelona;8004031;Sant Marc de Sarrià;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004031;Sant Marc de Sarrià;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004031;Sant Marc de Sarrià;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004067;Jesuïtes Sarrià - Sant Ignasi;Privat;BATXILLERAT
Barcelonès;Barcelona;8004067;Jesuïtes Sarrià - Sant Ignasi;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004067;Jesuïtes Sarrià - Sant Ignasi;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004067;Jesuïtes Sarrià - Sant Ignasi;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004080;Sil;Privat;BATXILLERAT
Barcelonès;Barcelona;8004080;Sil;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004080;Sil;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004080;Sil;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004122;Sagrado Corazón;Privat;BATXILLERAT
Barcelonès;Barcelona;8004122;Sagrado Corazón;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004122;Sagrado Corazón;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004122;Sagrado Corazón;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004171;Santa Anna-Eixample;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004171;Santa Anna-Eixample;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004171;Santa Anna-Eixample;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004195;Sant Gregori;Privat;BATXILLERAT
Barcelonès;Barcelona;8004195;Sant Gregori;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004195;Sant Gregori;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004195;Sant Gregori;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004201;Santa Teresa - Ganduxer;Privat;BATXILLERAT
Barcelonès;Barcelona;8004201;Santa Teresa - Ganduxer;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004201;Santa Teresa - Ganduxer;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004201;Santa Teresa - Ganduxer;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004225;St. Peter's School;Privat;BATXILLERAT
Barcelonès;Barcelona;8004225;St. Peter's School;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004225;St. Peter's School;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004225;St. Peter's School;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004286;Escola Pia de Sarrià-Calassanç;Privat;BATXILLERAT
Barcelonès;Barcelona;8004286;Escola Pia de Sarrià-Calassanç;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004286;Escola Pia de Sarrià-Calassanç;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004286;Escola Pia de Sarrià-Calassanç;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004316;Decroly;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004316;Decroly;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004328;Nostra Senyora de Lurdes;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004328;Nostra Senyora de Lurdes;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004389;Escola Reina Violant-Comas i Solà;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004389;Escola Reina Violant-Comas i Solà;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004390;Sant Pau;Privat;BATXILLERAT
Barcelonès;Barcelona;8004390;Sant Pau;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004390;Sant Pau;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004390;Sant Pau;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004471;Nausica;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004471;Nausica;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004511;Betània-Patmos;Privat;BATXILLERAT
Barcelonès;Barcelona;8004511;Betània-Patmos;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004511;Betània-Patmos;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004511;Betània-Patmos;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004523;Paideia;Privat;EDUCACIÓ ESPECIAL
Barcelonès;Barcelona;8004523;Paideia;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8004559;Abat Oliba-Loreto;Privat;BATXILLERAT
Barcelonès;Barcelona;8004559;Abat Oliba-Loreto;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004559;Abat Oliba-Loreto;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004559;Abat Oliba-Loreto;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004626;Jesuïtes Sant Gervasi - Infant Jesús;Privat;BATXILLERAT
Barcelonès;Barcelona;8004626;Jesuïtes Sant Gervasi - Infant Jesús;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004626;Jesuïtes Sant Gervasi - Infant Jesús;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004626;Jesuïtes Sant Gervasi - Infant Jesús;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004641;Lys;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004641;Lys;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004705;Reial Monestir de Santa Isabel;Privat;BATXILLERAT
Barcelonès;Barcelona;8004705;Reial Monestir de Santa Isabel;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004705;Reial Monestir de Santa Isabel;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004705;Reial Monestir de Santa Isabel;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004717;Sagrat Cor-Sarrià;Privat;BATXILLERAT
Barcelonès;Barcelona;8004717;Sagrat Cor-Sarrià;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004717;Sagrat Cor-Sarrià;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004717;Sagrat Cor-Sarrià;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004742;Jesús i Maria;Privat;BATXILLERAT
Barcelonès;Barcelona;8004742;Jesús i Maria;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004742;Jesús i Maria;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004742;Jesús i Maria;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004778;Santa Dorotea;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004778;Santa Dorotea;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004778;Santa Dorotea;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004781;Salesians Sant Àngel;Privat;BATXILLERAT
Barcelonès;Barcelona;8004808;Casa del Roure;Privat;BATXILLERAT
Barcelonès;Barcelona;8004808;Casa del Roure;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004869;Peter Pan;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004869;Peter Pan;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004900;Madres Concepcionistas de la Enseñanza;Privat;BATXILLERAT
Barcelonès;Barcelona;8004900;Madres Concepcionistas de la Enseñanza;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004900;Madres Concepcionistas de la Enseñanza;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004900;Madres Concepcionistas de la Enseñanza;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8004912;Montserrat;Privat;BATXILLERAT
Barcelonès;Barcelona;8004912;Montserrat;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8004912;Montserrat;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8004912;Montserrat;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005072;Sadako;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005072;Sadako;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005072;Sadako;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005102;La Salle Comtal;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005102;La Salle Comtal;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005102;La Salle Comtal;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005114;Mare del Diví Pastor;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005114;Mare del Diví Pastor;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005114;Mare del Diví Pastor;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005205;Pérez Iborra;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005151;Sant Francesc Xavier;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005151;Sant Francesc Xavier;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005151;Sant Francesc Xavier;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005199;Jesuïtes Casp - Sagrat Cor de Jesús;Privat;BATXILLERAT
Barcelonès;Barcelona;8005199;Jesuïtes Casp - Sagrat Cor de Jesús;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005199;Jesuïtes Casp - Sagrat Cor de Jesús;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005199;Jesuïtes Casp - Sagrat Cor de Jesús;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005205;Pérez Iborra;Privat;BATXILLERAT
Barcelonès;Barcelona;8005205;Pérez Iborra;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005205;Pérez Iborra;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005242;Escola Pia de Nostra Senyora;Privat;BATXILLERAT
Barcelonès;Barcelona;8005242;Escola Pia de Nostra Senyora;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005266;Sagrat Cor-Diputació;Privat;BATXILLERAT
Barcelonès;Barcelona;8005266;Sagrat Cor-Diputació;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005266;Sagrat Cor-Diputació;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005266;Sagrat Cor-Diputació;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005370;Jesuïtes Gràcia - Kostka;Privat;BATXILLERAT
Barcelonès;Barcelona;8005370;Jesuïtes Gràcia - Kostka;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005370;Jesuïtes Gràcia - Kostka;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005370;Jesuïtes Gràcia - Kostka;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005382;Escolàpies Llúria-Barcelona;Privat;BATXILLERAT
Barcelonès;Barcelona;8005382;Escolàpies Llúria-Barcelona;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005382;Escolàpies Llúria-Barcelona;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005382;Escolàpies Llúria-Barcelona;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005394;Lestonnac;Privat;BATXILLERAT
Barcelonès;Barcelona;8005394;Lestonnac;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005394;Lestonnac;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005394;Lestonnac;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005400;Santa Claus;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005400;Santa Claus;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005412;Lleó XIII;Privat;BATXILLERAT
Barcelonès;Barcelona;8005412;Lleó XIII;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005412;Lleó XIII;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005412;Lleó XIII;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005436;Dominiques Barcelona;Privat;BATXILLERAT
Barcelonès;Barcelona;8005436;Dominiques Barcelona;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005436;Dominiques Barcelona;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005436;Dominiques Barcelona;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005473;San Nicolás;Privat;BATXILLERAT
Barcelonès;Barcelona;8005473;San Nicolás;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005473;San Nicolás;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005473;San Nicolás;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005485;Marillac;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005485;Marillac;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005485;Marillac;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005564;Maristes La Immaculada;Privat;BATXILLERAT
Barcelonès;Barcelona;8005564;Maristes La Immaculada;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005564;Maristes La Immaculada;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005564;Maristes La Immaculada;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005618;Vedruna Àngels Barcelona;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005618;Vedruna Àngels Barcelona;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005618;Vedruna Àngels Barcelona;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005643;Labouré;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005643;Labouré;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005643;Labouré;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005746;Escola Pia Sant Antoni;Privat;BATXILLERAT
Barcelonès;Barcelona;8005746;Escola Pia Sant Antoni;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005746;Escola Pia Sant Antoni;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005746;Escola Pia Sant Antoni;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005761;IPSE;Privat;BATXILLERAT
Barcelonès;Barcelona;8005761;IPSE;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005761;IPSE;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005761;IPSE;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005771;Sagrat Cor-Esclaves;Privat;BATXILLERAT
Barcelonès;Barcelona;8005771;Sagrat Cor-Esclaves;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005771;Sagrat Cor-Esclaves;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005771;Sagrat Cor-Esclaves;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005801;Mare de Déu del Roser;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005801;Mare de Déu del Roser;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005801;Mare de Déu del Roser;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8005965;Sant Francesc d'Assís;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005965;Sant Francesc d'Assís;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005990;Immaculada Concepció Barcelona;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8005990;Immaculada Concepció Barcelona;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8005990;Immaculada Concepció Barcelona;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006052;Sant Josep Oriol;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006052;Sant Josep Oriol;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006118;Proa;Privat;BATXILLERAT
Barcelonès;Barcelona;8006118;Proa;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006118;Proa;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006118;Proa;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006143;Josep Tous;Privat;BATXILLERAT
Barcelonès;Barcelona;8006143;Josep Tous;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006143;Josep Tous;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006143;Josep Tous;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006209;Sant Medir;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006209;Sant Medir;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006209;Sant Medir;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006465;Nostra Senyora del Carme;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006465;Nostra Senyora del Carme;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Calaf;8014929;Escola Alta Segarra;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006477;Lloret;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006477;Lloret;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006490;Montserrat;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006490;Montserrat;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006490;Montserrat;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006532;Maristes Sants - les Corts;Privat;BATXILLERAT
Barcelonès;Barcelona;8006532;Maristes Sants - les Corts;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006532;Maristes Sants - les Corts;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006532;Maristes Sants - les Corts;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006702;Inglés;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006702;Inglés;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006702;Inglés;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006751;Virolai;Privat;BATXILLERAT
Barcelonès;Barcelona;8006751;Virolai;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006751;Virolai;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006751;Virolai;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006908;Vedruna Gràcia Barcelona;Privat;BATXILLERAT
Barcelonès;Barcelona;8006908;Vedruna Gràcia Barcelona;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006908;Vedruna Gràcia Barcelona;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006908;Vedruna Gràcia Barcelona;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006945;Acis-Artur Martorell;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006945;Acis-Artur Martorell;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006945;Acis-Artur Martorell;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006970;Sant Josep;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006970;Sant Josep;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006970;Sant Josep;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8006994;Sant Josep-Teresianes;Privat;BATXILLERAT
Barcelonès;Barcelona;8006994;Sant Josep-Teresianes;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8006994;Sant Josep-Teresianes;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8006994;Sant Josep-Teresianes;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8007032;La Salle Gràcia;Privat;BATXILLERAT
Barcelonès;Barcelona;8007032;La Salle Gràcia;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8007032;La Salle Gràcia;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8007032;La Salle Gràcia;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8007101;Reina Elisenda;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8007101;Reina Elisenda;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8007202;Escola Patronat Domènech;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8007202;Escola Patronat Domènech;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8007445;Escola Pia-Luz Casanova;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8007445;Escola Pia-Luz Casanova;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8007445;Escola Pia-Luz Casanova;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
